species_abbreviation,site_abbreviation,year,date_format,nid_estimated,nid_how,clutch_size,n_nest,comments
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCLO,CGREC - MTORG,2022,ordinal (1 = January 1),187,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCLO,CGREC - MTORG,2022,ordinal (1 = January 1),193,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GRSP,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),169,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),145,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),147,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),168,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),170,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),172,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),190,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
EAKI,CGREC - MTORG,2022,ordinal (1 = January 1),174,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MALL,CGREC - MTORG,2022,ordinal (1 = January 1),172,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BRBL,CGREC - MTORG,2022,ordinal (1 = January 1),181,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),190,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),146,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),147,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),145,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),163,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GRSP,CGREC - MTORG,2022,ordinal (1 = January 1),182,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),174,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),173,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),176,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),180,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
SORA,CGREC - MTORG,2022,ordinal (1 = January 1),163,candling/back dating,12,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),155,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),155,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),164,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),169,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),157,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),181,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,4,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),152,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),171,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
