Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Observation Table for January 1 1990 to March 1 2025,,,,,,,,,,,,,,,,,,,,,,,,,
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
,deg,deg,ft,,,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,mm,,mm,%,
Streeter,46.71797,-99.46081,1944,2003,12,06,-1.461,,-2.267,0.806,,-8.12,,-11.633,3.513,,-4.791,,-6.95,2.159,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,07,7.51,,-2.489,9.999,,-8.26,,-11.856,3.596,,-0.375,,-7.172,6.797,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,08,-0.77,,-2.722,1.952,,-13.86,,-12.033,-1.827,,-7.315,,-7.378,0.063,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,09,-10.45,,-2.944,-7.506,,-18.99,,-12.256,-6.734,,-14.72,,-7.6,-7.12,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2003,12,10,-9.61,,-3.167,-6.443,,-23.61,,-12.478,-11.132,,-16.61,,-7.822,-8.788,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,11,-9.35,,-3.389,-5.961,,-24.53,,-12.65,-11.88,,-16.94,,-8.022,-8.918,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,12,-6.692,,-3.611,-3.081,,-10.77,,-12.867,2.097,,-8.731,,-8.239,-0.492,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,13,-0.952,,-3.833,2.881,,-10.65,,-13.039,2.389,,-5.801,,-8.433,2.632,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,14,3.109,,-4.056,7.164,,-11.42,,-13.261,1.841,,-4.156,,-8.661,4.506,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2003,12,15,-2.364,,-4.228,1.864,,-7.53,,-13.439,5.909,,-4.947,,-8.833,3.887,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,16,-4.925,,-4.444,-0.481,,-12.8,,-13.65,0.85,,-8.862,,-9.05,0.188,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,17,4.823,,-4.617,9.439,,-9.63,,-13.828,4.198,,-2.403,,-9.222,6.819,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,18,0.109,,-4.783,4.892,,-8.28,,-13.994,5.714,,-4.086,,-9.389,5.303,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,19,0.656,,-5,5.656,,-11.66,,-14.217,2.557,,-5.502,,-9.606,4.104,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,20,6.963,,-5.167,12.129,,-5.698,,-14.378,8.68,,0.633,,-9.772,10.405,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,21,4.586,,-5.328,9.914,,-2.64,,-14.544,11.904,,0.973,,-9.933,10.907,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,22,1.111,,-5.489,6.6,,-10.36,,-14.711,4.351,,-4.624,,-10.1,5.476,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,23,2.939,,-5.656,8.594,,-12.59,,-14.889,2.299,,-4.826,,-10.272,5.447,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,24,5.78,,-5.767,11.547,,-7.82,,-15.056,7.236,,-1.02,,-10.411,9.391,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,25,3.301,,-5.933,9.234,,-4.291,,-15.222,10.931,,-0.495,,-10.578,10.083,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,26,5.531,,-6.044,11.576,,-6.163,,-15.389,9.226,,-0.316,,-10.717,10.401,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,27,0.051,,-6.2,6.251,,-1.445,,-15.544,14.099,,-0.697,,-10.872,10.176,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,28,-1.445,,-6.3,4.855,,-9.75,,-15.711,5.961,,-5.597,,-11.006,5.408,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,29,-8.27,,-6.411,-1.859,,-12.08,,-15.878,3.798,,-10.175,,-11.144,0.969,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,30,-11.11,,-6.522,-4.588,,-19.29,,-15.989,-3.301,,-15.2,,-11.256,-3.944,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2003,12,31,-8.66,,-6.622,-2.038,,-24.48,,-16.156,-8.324,,-16.57,,-11.389,-5.181,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,01,-4.079,,-6.728,2.649,,-13.85,,-16.267,2.417,,-8.964,,-11.5,2.536,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,02,-5.962,,-6.828,0.866,,-18.44,,-16.428,-2.012,,-12.201,,-11.628,-0.573,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,03,-18.38,,-6.883,-11.497,,-24.89,,-16.539,-8.351,,-21.635,,-11.711,-9.924,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,04,-21.03,,-6.983,-14.047,,-27.98,,-16.65,-11.33,,-24.505,,-11.817,-12.688,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,05,-19.17,,-7.039,-12.131,,-31.23,,-16.761,-14.469,,-25.2,,-11.9,-13.3,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,06,-14.12,,-7.094,-7.026,,-19.36,,-16.872,-2.488,,-16.74,,-11.983,-4.757,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,07,-10.47,,-7.15,-3.32,,-23.14,,-16.983,-6.157,,-16.805,,-12.067,-4.738,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,08,-10.32,,-7.2,-3.12,,-15.11,,-17.083,1.973,,-12.715,,-12.144,-0.571,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,09,-5.078,,-7.244,2.167,,-10.34,,-17.194,6.854,,-7.709,,-12.217,4.508,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,10,-1.68,,-7.3,5.62,,-10.78,,-17.3,6.52,,-6.23,,-12.3,6.07,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,11,2.027,,-7.3,9.327,,-12.75,,-17.356,4.606,,-5.361,,-12.328,6.967,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,12,-1.303,,-7.35,6.047,,-10.53,,-17.456,6.926,,-5.916,,-12.406,6.489,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,13,2.283,,-7.35,9.633,,-8.7,,-17.511,8.811,,-3.208,,-12.433,9.225,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,14,1.403,,-7.394,8.797,,-16.96,,-17.567,0.607,,-7.778,,-12.478,4.699,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,15,2.409,,-7.406,9.814,,-8.79,,-17.622,8.832,,-3.191,,-12.511,9.321,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,16,1.119,,-7.394,8.513,,-9.31,,-17.678,8.368,,-4.096,,-12.533,8.438,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,17,-3.554,,-7.394,3.841,,-21.89,,-17.728,-4.162,,-12.722,,-12.561,-0.161,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,18,-19.44,,-7.394,-12.046,,-26.93,,-17.783,-9.147,,-23.185,,-12.589,-10.596,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,19,-13.65,,-7.394,-6.256,,-19.7,,-17.783,-1.917,,-16.675,,-12.589,-4.086,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,20,-3.202,,-7.394,4.192,,-17.15,,-17.783,0.633,,-10.176,,-12.589,2.413,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,21,-3.163,,-7.339,4.176,,-22.13,,-17.828,-4.302,,-12.646,,-12.583,-0.063,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,22,-9.71,,-7.339,-2.371,,-25.66,,-17.833,-7.827,,-17.685,,-12.589,-5.096,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,23,-3.049,,-7.294,4.246,,-21.04,,-17.833,-3.207,,-12.044,,-12.567,0.522,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,24,-16.37,,-7.239,-9.131,,-23.74,,-17.833,-5.907,,-20.055,,-12.539,-7.516,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,25,-13.03,,-7.239,-5.791,,-17.51,,-17.778,0.268,,-15.27,,-12.511,-2.759,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,26,-17.21,,-7.183,-10.027,,-30.61,,-17.778,-12.832,,-23.91,,-12.478,-11.432,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,27,-20.77,,-7.128,-13.642,,-32.83,,-17.722,-15.108,,-26.8,,-12.422,-14.378,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,28,-29.01,,-7.083,-21.927,,-33.36,,-17.711,-15.649,,-31.185,,-12.394,-18.791,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,29,-26.14,,-7.028,-19.112,,-30.75,,-17.656,-13.094,,-28.445,,-12.339,-16.106,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,01,30,-24.52,,-6.922,-17.598,,-32.15,,-17.6,-14.55,,-28.335,,-12.261,-16.074,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,01,31,-16.87,,-6.867,-10.003,,-26.17,,-17.5,-8.67,,-21.52,,-12.183,-9.337,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,01,-14.94,,-6.811,-8.129,,-18.75,,-17.444,-1.306,,-16.845,,-12.128,-4.717,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,02,-16.96,,-6.711,-10.249,,-29.52,,-17.378,-12.142,,-23.24,,-12.044,-11.196,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,03,-19.44,,-6.656,-12.784,,-31.56,,-17.278,-14.282,,-25.5,,-11.967,-13.533,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,04,-7.78,,-6.556,-1.224,,-29.26,,-17.167,-12.093,,-18.52,,-11.861,-6.659,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,05,-6.958,,-6.444,-0.513,,-13.94,,-17.056,3.116,,-10.449,,-11.75,1.301,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,06,-13.94,,-6.339,-7.601,,-25.35,,-16.944,-8.406,,-19.645,,-11.644,-8.001,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,07,-9.45,,-6.228,-3.222,,-29.7,,-16.833,-12.867,,-19.575,,-11.533,-8.042,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,08,-3.288,,-6.117,2.829,,-10.04,,-16.667,6.627,,-6.664,,-11.394,4.731,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,09,-6.978,,-6.017,-0.961,,-17.91,,-16.556,-1.354,,-12.444,,-11.283,-1.161,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,10,-0.907,,-5.856,4.948,,-21.26,,-16.389,-4.871,,-11.083,,-11.122,0.039,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,11,-6.716,,-5.739,-0.977,,-22.71,,-16.222,-6.488,,-14.713,,-10.978,-3.735,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,12,-8.72,,-5.578,-3.142,,-21.69,,-16.1,-5.59,,-15.205,,-10.839,-4.366,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,13,-2.46,,-5.467,3.007,,-14.4,,-15.933,1.533,,-8.43,,-10.7,2.27,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,14,-14.39,,-5.3,-9.09,,-23.03,,-15.722,-7.308,,-18.71,,-10.511,-8.199,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,15,-10.4,,-5.144,-5.256,,-23.45,,-15.556,-7.894,,-16.925,,-10.35,-6.575,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,16,-4.473,,-4.978,0.505,,-12.57,,-15.378,2.808,,-8.521,,-10.178,1.657,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,17,-1.929,,-4.811,2.882,,-7.45,,-15.167,7.717,,-4.689,,-9.989,5.299,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,18,5.293,,-4.633,9.926,,-6.615,,-14.989,8.374,,-0.661,,-9.811,9.15,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,19,1.699,,-4.467,6.166,,-3.089,,-14.767,11.678,,-0.695,,-9.617,8.922,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,20,-1.418,,-4.256,2.838,,-6.253,,-14.544,8.292,,-3.835,,-9.4,5.565,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,21,1.225,,-4.078,5.303,,-10.05,,-14.322,4.272,,-4.412,,-9.2,4.788,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,22,-0.394,,-3.856,3.462,,-6.526,,-14.089,7.563,,-3.46,,-8.972,5.512,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,23,-3.803,,-3.633,-0.169,,-7.92,,-13.867,5.947,,-5.861,,-8.75,2.889,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,24,-0.764,,-3.411,2.647,,-6.35,,-13.644,7.294,,-3.557,,-8.528,4.971,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,25,0.609,,-3.189,3.798,,-4.838,,-13.411,8.573,,-2.114,,-8.3,6.186,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,26,2.333,,-2.956,5.288,,-6.967,,-13.183,6.216,,-2.317,,-8.067,5.749,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,02,27,4.721,,-2.733,7.454,,-0.48,,-12.911,12.431,,2.121,,-7.822,9.943,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,28,0.997,,-2.5,3.497,,-3.04,,-12.683,9.643,,-1.021,,-7.589,6.568,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,02,29,-1.248,,-2.333,1.086,,-2.538,,-12.561,10.023,,-1.893,,-7.45,5.557,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,01,-2.205,,-2.222,0.017,,-4.482,,-12.406,7.923,,-3.343,,-7.311,3.968,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,02,-2.214,,-1.994,-0.219,,-4.934,,-12.172,7.238,,-3.574,,-7.083,3.509,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,03,-4.233,,-1.717,-2.516,,-14.76,,-11.894,-2.866,,-9.496,,-6.806,-2.691,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,04,-2.859,,-1.439,-1.42,,-12.73,,-11.661,-1.069,,-7.794,,-6.55,-1.244,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,05,-4.829,,-1.194,-3.634,,-9.84,,-11.383,1.543,,-7.334,,-6.289,-1.046,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,06,2.227,,-0.922,3.149,,-7.37,,-11.156,3.786,,-2.571,,-6.039,3.468,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2004,03,07,-0.271,,-0.633,0.362,,-5.872,,-10.878,5.006,,-3.072,,-5.756,2.684,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,08,3.498,,-0.356,3.853,,-3.698,,-10.644,6.947,,-0.1,,-5.5,5.4,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,09,5.859,,-0.067,5.926,,-8.04,,-10.367,2.327,,-1.091,,-5.217,4.126,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,10,4.022,,0.267,3.756,,-17.31,,-10.089,-7.221,,-6.644,,-4.911,-1.733,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,11,-10,,0.539,-10.539,,-18.14,,-9.856,-8.284,,-14.07,,-4.661,-9.409,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,12,3.871,,0.828,3.043,,-14.6,,-9.578,-5.022,,-5.364,,-4.378,-0.987,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,13,3.139,,1.117,2.022,,-5.688,,-9.35,3.662,,-1.274,,-4.117,2.842,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,14,-3.414,,1.45,-4.864,,-9.38,,-9.072,-0.308,,-6.397,,-3.811,-2.586,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,15,1.263,,1.733,-0.471,,-10.21,,-8.839,-1.371,,-4.473,,-3.556,-0.918,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,16,3.368,,2.067,1.301,,-3.583,,-8.572,4.989,,-0.107,,-3.256,3.148,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,17,4.616,,2.356,2.261,,-5.341,,-8.339,2.998,,-0.362,,-2.989,2.627,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,18,5.129,,2.689,2.44,,-5.931,,-8.061,2.13,,-0.401,,-2.689,2.288,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,19,10.84,,2.972,7.868,,0.295,,-7.839,8.134,,5.568,,-2.433,8.001,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,20,2.475,,3.294,-0.819,,-9.19,,-7.561,-1.629,,-3.357,,-2.133,-1.224,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,21,-0.138,,3.583,-3.721,,-13.02,,-7.339,-5.681,,-6.579,,-1.878,-4.701,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,22,8.23,,3.917,4.313,,-8.38,,-7.117,-1.263,,-0.075,,-1.6,1.525,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,23,10.11,,4.25,5.86,,-5.669,,-6.844,1.176,,2.221,,-1.3,3.521,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,24,17.63,,4.528,13.102,,2.787,,-6.617,9.404,,10.209,,-1.044,11.253,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,25,16.39,,4.861,11.529,,1.394,,-6.394,7.788,,8.892,,-0.767,9.659,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,26,8.12,,5.144,2.976,,-1.427,,-6.172,4.745,,3.347,,-0.517,3.863,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,27,13.31,,5.472,7.838,,2.237,,-5.961,8.198,,7.774,,-0.244,8.018,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,28,7.93,,5.756,2.174,,0.467,,-5.694,6.162,,4.199,,0.028,4.171,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,29,4.596,,6.083,-1.487,,-5.329,,-5.472,0.143,,-0.366,,0.306,-0.672,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2004,03,30,9.4,,6.406,2.994,,-7.78,,-5.261,-2.519,,0.81,,0.572,0.238,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,03,31,13.79,,6.689,7.101,,-2.766,,-5.039,2.273,,5.512,,0.822,4.69,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2004,04,01,16.49,,6.967,9.523,,0.721,,-4.822,5.543,,8.606,,1.072,7.533,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,02,15.74,,7.294,8.446,,0.345,,-4.6,4.945,,8.043,,1.344,6.698,0,,0.508,84,
Streeter,46.71797,-99.46081,1944,2004,04,03,10.96,,7.572,3.388,,-4.473,,-4.389,-0.084,,3.244,,1.594,1.649,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,04,15.81,,7.894,7.916,,-3.984,,-4.178,0.194,,5.913,,1.856,4.058,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,05,20.01,,8.172,11.838,,2.446,,-3.956,6.402,,11.228,,2.111,9.117,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,06,20.82,,8.45,12.37,,-0.764,,-3.739,2.975,,10.028,,2.356,7.673,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,07,13.8,,8.728,5.072,,-1.807,,-3.572,1.765,,5.997,,2.578,3.419,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,08,12.51,,9.05,3.46,,-6.301,,-3.361,-2.94,,3.104,,2.844,0.26,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,09,3.538,,9.322,-5.784,,-8.08,,-3.15,-4.93,,-2.271,,3.083,-5.354,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,10,3.911,,9.6,-5.689,,-9.57,,-2.933,-6.637,,-2.829,,3.333,-6.163,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,11,-0.083,,9.878,-9.961,,-9.32,,-2.722,-6.598,,-4.701,,3.578,-8.279,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,12,9.1,,10.144,-1.044,,-8.74,,-2.506,-6.234,,0.18,,3.822,-3.642,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,13,19.22,,10.422,8.798,,-2.215,,-2.289,0.074,,8.503,,4.067,4.436,0,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,14,15.25,,10.689,4.561,,0.201,,-2.072,2.273,,7.726,,4.311,3.414,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,15,13.78,,10.967,2.813,,1.849,,-1.861,3.71,,7.814,,4.556,3.259,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,16,15.64,,11.239,4.401,,-1.219,,-1.644,0.426,,7.211,,4.794,2.416,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,17,11.99,,11.517,0.473,,-3.68,,-1.478,-2.202,,4.155,,5.017,-0.862,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,18,13.47,,11.783,1.687,,2.94,,-1.256,4.196,,8.205,,5.267,2.938,2.54,,0.762,84,
Streeter,46.71797,-99.46081,1944,2004,04,19,13.2,,12.006,1.194,,-0.736,,-1.044,0.308,,6.232,,5.483,0.749,0.254,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,20,13.54,,12.283,1.257,,4.853,,-0.822,5.675,,9.197,,5.728,3.469,10.668,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,21,10.58,,12.556,-1.976,,-0.898,,-0.611,-0.287,,4.841,,5.972,-1.131,0,,1.27,84,
Streeter,46.71797,-99.46081,1944,2004,04,22,12,,12.783,-0.783,,-6.232,,-0.389,-5.843,,2.884,,6.2,-3.316,0,,1.016,84,
Streeter,46.71797,-99.46081,1944,2004,04,23,10.42,,13.056,-2.636,,0.447,,-0.172,0.619,,5.434,,6.439,-1.005,0,,1.27,84,
Streeter,46.71797,-99.46081,1944,2004,04,24,18.5,,13.322,5.178,,-0.594,,0.094,-0.688,,8.953,,6.711,2.242,0,,1.27,84,
Streeter,46.71797,-99.46081,1944,2004,04,25,14.55,,13.556,0.994,,-0.254,,0.317,-0.571,,7.148,,6.933,0.215,0,,1.524,84,
Streeter,46.71797,-99.46081,1944,2004,04,26,12.23,,13.822,-1.592,,-4.675,,0.539,-5.214,,3.778,,7.178,-3.4,0,,1.524,84,
Streeter,46.71797,-99.46081,1944,2004,04,27,27.92,,14.044,13.876,,4.995,,0.761,4.234,,16.458,,7.406,9.052,0,,1.524,84,
Streeter,46.71797,-99.46081,1944,2004,04,28,26.16,,14.322,11.838,,1.234,,0.983,0.251,,13.697,,7.656,6.042,0,,1.524,84,
Streeter,46.71797,-99.46081,1944,2004,04,29,9.86,,14.544,-4.684,,-1.674,,1.206,-2.879,,4.093,,7.872,-3.779,0,,1.778,84,
Streeter,46.71797,-99.46081,1944,2004,04,30,12.04,,14.767,-2.727,,-0.311,,1.428,-1.739,,5.864,,8.1,-2.236,0,,1.524,83,
Streeter,46.71797,-99.46081,1944,2004,05,01,9.25,,15.044,-5.794,,-3.214,,1.706,-4.919,,3.018,,8.378,-5.359,0.254,,1.778,83,
Streeter,46.71797,-99.46081,1944,2004,05,02,10.89,,15.267,-4.377,,-4.743,,1.928,-6.671,,3.074,,8.594,-5.521,0.254,,1.778,83,
Streeter,46.71797,-99.46081,1944,2004,05,03,23.47,,15.489,7.981,,2.094,,2.161,-0.067,,12.782,,8.828,3.954,0,,1.778,83,
Streeter,46.71797,-99.46081,1944,2004,05,04,17.05,,15.711,1.339,,0.03,,2.428,-2.398,,8.54,,9.072,-0.532,0,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,05,26.58,,15.989,10.591,,8.33,,2.661,5.669,,17.455,,9.322,8.133,4.572,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,06,13.43,,16.211,-2.781,,3.312,,2.883,0.429,,8.371,,9.55,-1.179,0,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,07,20.55,,16.433,4.117,,3.825,,3.161,0.664,,12.188,,9.794,2.393,0,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,08,25.35,,16.656,8.694,,7.5,,3.394,4.106,,16.425,,10.028,6.397,3.048,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,09,23.45,,16.878,6.572,,7.19,,3.667,3.523,,15.32,,10.272,5.048,6.35,,2.286,83,
Streeter,46.71797,-99.46081,1944,2004,05,10,12.75,,17.106,-4.356,,0.372,,3.9,-3.528,,6.561,,10.506,-3.944,0,,2.032,83,
Streeter,46.71797,-99.46081,1944,2004,05,11,8.52,,17.328,-8.808,,0.476,,4.122,-3.646,,4.498,,10.722,-6.224,11.938,,2.286,84,
Streeter,46.71797,-99.46081,1944,2004,05,12,3.426,,17.55,-14.124,,-0.641,,4.4,-5.041,,1.393,,10.978,-9.585,7.366,,2.286,84,
Streeter,46.71797,-99.46081,1944,2004,05,13,4.955,,17.772,-12.817,,-3.919,,4.633,-8.552,,0.518,,11.206,-10.687,0,,2.286,84,
Streeter,46.71797,-99.46081,1944,2004,05,14,13.73,,17.95,-4.22,,-4.282,,4.911,-9.193,,4.724,,11.433,-6.709,0,,2.286,84,
Streeter,46.71797,-99.46081,1944,2004,05,15,13.66,,18.161,-4.501,,4.435,,5.139,-0.704,,9.048,,11.65,-2.602,16.764,,2.032,84,
Streeter,46.71797,-99.46081,1944,2004,05,16,9.39,,18.383,-8.993,,0.845,,5.372,-4.527,,5.118,,11.878,-6.76,2.032,,2.54,84,
Streeter,46.71797,-99.46081,1944,2004,05,17,16.31,,18.606,-2.296,,3.559,,5.65,-2.091,,9.934,,12.128,-2.193,0,,2.286,84,
Streeter,46.71797,-99.46081,1944,2004,05,18,20.7,,18.778,1.922,,3.927,,5.883,-1.956,,12.314,,12.333,-0.019,0,,2.54,84,
Streeter,46.71797,-99.46081,1944,2004,05,19,24.35,,18.994,5.356,,10.83,,6.15,4.68,,17.59,,12.572,5.018,3.81,,2.54,84,
